Time, Value0, Value 1, X, Y,
1460433900.9340, 31.6085, 18.7813, -0.7809, 0.6246, 
1460433900.9600, 31.1523, 19.3517, -0.7969, 0.6041, 
1460433900.9900, 30.6085, 20.0095, -0.8147, 0.5799, 
1460433901.0140, 30.1637, 20.5349, -0.8283, 0.5602, 
1460433901.0390, 29.6953, 21.0812, -0.8421, 0.5393, 
1460433901.0670, 29.1697, 21.6911, -0.8569, 0.5156, 
1460433901.0930, 28.6862, 22.2554, -0.8700, 0.4931, 
1460433901.1220, 28.1596, 22.8818, -0.8839, 0.4677, 
1460433901.1460, 27.7397, 23.3974, -0.8949, 0.4463, 
1460433901.1730, 27.2914, 23.9741, -0.9066, 0.4220, 
1460433901.1990, 26.8905, 24.5256, -0.9173, 0.3983, 
1460433901.2280, 26.4876, 25.1359, -0.9284, 0.3715, 
1460433901.2520, 26.1957, 25.6366, -0.9371, 0.3491, 
1460433901.2770, 25.9377, 26.1537, -0.9455, 0.3256, 
1460433901.3020, 25.7320, 26.6658, -0.9533, 0.3019, 
1460433901.3260, 25.5883, 27.1526, -0.9603, 0.2789, 
1460433901.3550, 25.4902, 27.7340, -0.9680, 0.2509, 
1460433901.3830, 25.4784, 28.2879, -0.9746, 0.2237, 
1460433901.4090, 25.5428, 28.7953, -0.9801, 0.1983, 
1460433901.4340, 25.6738, 29.2767, -0.9848, 0.1738, 
1460433901.4640, 25.9188, 29.8454, -0.9896, 0.1442, 
1460433901.4900, 26.2050, 30.3302, -0.9930, 0.1184, 
1460433901.5170, 26.5688, 30.8255, -0.9958, 0.0915, 
1460433901.5450, 27.0086, 31.3301, -0.9980, 0.0636, 
1460433901.5730, 27.4998, 31.8252, -0.9994, 0.0356, 
1460433901.6000, 28.0077, 32.2935, -1.0000, 0.0087, 
1460433901.6280, 28.5528, 32.7696, -0.9998, -0.0193, 
1460433901.6540, 29.0581, 33.2028, -0.9990, -0.0453, 
1460433901.6800, 29.5448, 33.6276, -0.9975, -0.0713, 
1460433901.7080, 30.0268, 34.0754, -0.9951, -0.0992, 
1460433901.7330, 30.4012, 34.4669, -0.9923, -0.1240, 
1460433901.7590, 30.7160, 34.8658, -0.9887, -0.1498, 
1460433901.7880, 30.9551, 35.3009, -0.9840, -0.1784, 
1460433901.8160, 31.0523, 35.7113, -0.9786, -0.2059, 
1460433901.8420, 31.0085, 36.0841, -0.9729, -0.2312, 
1460433901.8690, 30.8122, 36.4631, -0.9663, -0.2574, 
1460433901.8940, 30.4843, 36.8068, -0.9596, -0.2815, 
1460433901.9230, 29.9198, 37.1972, -0.9510, -0.3092, 
1460433901.9560, 29.0329, 37.6313, -0.9403, -0.3404, 
1460433901.9820, 28.1525, 37.9663, -0.9311, -0.3647, 
1460433902.0090, 27.0753, 38.3079, -0.9209, -0.3897, 
1460433902.0330, 25.9868, 38.6068, -0.9113, -0.4117, 
1460433902.0570, 24.7851, 38.9016, -0.9012, -0.4335, 
1460433902.0810, 23.4823, 39.1928, -0.8905, -0.4550, 
1460433902.1050, 22.0924, 39.4808, -0.8793, -0.4762, 
1460433902.1290, 20.6306, 39.7660, -0.8676, -0.4972, 
1460433902.1540, 19.0492, 40.0608, -0.8549, -0.5187, 
1460433902.1780, 17.4925, 40.3421, -0.8423, -0.5391, 
1460433902.2030, 15.8498, 40.6338, -0.8285, -0.5600, 
1460433902.2280, 14.2045, 40.9249, -0.8143, -0.5805, 
1460433902.2540, 12.5111, 41.2275, -0.7989, -0.6015, 
1460433902.2790, 10.9180, 41.5190, -0.7836, -0.6213, 
1460433902.3030, 9.4363, 41.7999, -0.7685, -0.6399, 
1460433902.3280, 7.9565, 42.0942, -0.7522, -0.6589, 
1460433902.3530, 6.5541, 42.3906, -0.7355, -0.6775, 
1460433902.3780, 5.2395, 42.6898, -0.7184, -0.6957, 
1460433902.4020, 4.0676, 42.9800, -0.7015, -0.7127, 
1460433902.4260, 2.9895, 43.2736, -0.6842, -0.7293, 
1460433902.4520, 1.9314, 43.5958, -0.6650, -0.7469, 
1460433902.4780, 0.9895, 43.9226, -0.6453, -0.7639, 
1460433902.5080, 0.0469, 44.3060, -0.6221, -0.7829, 
1460433902.5340, -0.6476, 44.6437, -0.6016, -0.7988, 
1460433902.5600, -1.2326, 44.9867, -0.5806, -0.8142, 
1460433902.5850, -1.6969, 45.3214, -0.5601, -0.8285, 
1460433902.6090, -2.0575, 45.6472, -0.5400, -0.8417, 
1460433902.6340, -2.3509, 45.9908, -0.5188, -0.8549, 
1460433902.6600, -2.5743, 46.3524, -0.4964, -0.8681, 
1460433902.6840, -2.7136, 46.6896, -0.4754, -0.8798, 
1460433902.7090, -2.7978, 47.0438, -0.4533, -0.8914, 
1460433902.7340, -2.8270, 47.4002, -0.4309, -0.9024, 
1460433902.7590, -2.8085, 47.7579, -0.4082, -0.9129, 
1460433902.7860, -2.7427, 48.1446, -0.3834, -0.9236, 
1460433902.8110, -2.6464, 48.5017, -0.3602, -0.9329, 
1460433902.8380, -2.5112, 48.8850, -0.3349, -0.9423, 
1460433902.8670, -2.3378, 49.2917, -0.3074, -0.9516, 
1460433902.8920, -2.1705, 49.6365, -0.2835, -0.9590, 
1460433902.9170, -1.9913, 49.9742, -0.2594, -0.9658, 
1460433902.9430, -1.7964, 50.3159, -0.2343, -0.9722, 
1460433902.9680, -1.6043, 50.6335, -0.2099, -0.9777, 
1460433902.9920, -1.4182, 50.9263, -0.1864, -0.9825, 
1460433903.0160, -1.2324, 51.2056, -0.1627, -0.9867, 
1460433903.0410, -1.0413, 51.4802, -0.1380, -0.9904, 
1460433903.0660, -0.8540, 51.7361, -0.1132, -0.9936, 
1460433903.0900, -0.6789, 51.9621, -0.0893, -0.9960, 
1460433903.1150, -0.5022, 52.1751, -0.0644, -0.9979, 
1460433903.1390, -0.3386, 52.3561, -0.0404, -0.9992, 
1460433903.1630, -0.1812, 52.5123, -0.0164, -0.9999, 
1460433903.1870, -0.0298, 52.6419, 0.0075, -1.0000, 
1460433903.2140, 0.1335, 52.7538, 0.0345, -0.9994, 
1460433903.2470, 0.3240, 52.8387, 0.0675, -0.9977, 
1460433903.2730, 0.4680, 52.8629, 0.0934, -0.9956, 
1460433903.2990, 0.6078, 52.8476, 0.1193, -0.9929, 
1460433903.3250, 0.7449, 52.7912, 0.1450, -0.9894, 
1460433903.3510, 0.8806, 52.6925, 0.1707, -0.9853, 
1460433903.3760, 1.0115, 52.5566, 0.1953, -0.9807, 
1460433903.4030, 1.1553, 52.3636, 0.2217, -0.9751, 
1460433903.4300, 1.3037, 52.1220, 0.2479, -0.9688, 
1460433903.4570, 1.4592, 51.8313, 0.2740, -0.9617, 
1460433903.4840, 1.6243, 51.4913, 0.2999, -0.9540, 
1460433903.5110, 1.8017, 51.1021, 0.3255, -0.9455, 
1460433903.5390, 2.0015, 50.6471, 0.3519, -0.9361, 
1460433903.5650, 2.2041, 50.1784, 0.3761, -0.9266, 
1460433903.5910, 2.4255, 49.6660, 0.4000, -0.9165, 
1460433903.6170, 2.6679, 49.1113, 0.4237, -0.9058, 
1460433903.6440, 2.9444, 48.4917, 0.4480, -0.8940, 
1460433903.6700, 3.2365, 47.8549, 0.4711, -0.8821, 
1460433903.6960, 3.5557, 47.1805, 0.4939, -0.8695, 
1460433903.7240, 3.9318, 46.4144, 0.5180, -0.8554, 
1460433903.7530, 4.3581, 45.5802, 0.5426, -0.8400, 
1460433903.7780, 4.7568, 44.8302, 0.5634, -0.8262, 
1460433903.8050, 5.2203, 43.9906, 0.5855, -0.8106, 
1460433903.8290, 5.6614, 43.2208, 0.6048, -0.7964, 
1460433903.8540, 6.1497, 42.3975, 0.6245, -0.7810, 
1460433903.8780, 6.6458, 41.5888, 0.6431, -0.7658, 
1460433903.9030, 7.1904, 40.7295, 0.6620, -0.7495, 
1460433903.9270, 7.7389, 39.8906, 0.6798, -0.7334, 
1460433903.9530, 8.3601, 38.9685, 0.6987, -0.7154, 
1460433903.9780, 8.9822, 38.0713, 0.7163, -0.6977, 
1460433904.0030, 9.6266, 37.1660, 0.7336, -0.6796, 
1460433904.0280, 10.2912, 36.2548, 0.7503, -0.6611, 
1460433904.0530, 10.9737, 35.3397, 0.7666, -0.6421, 
1460433904.0780, 11.6714, 34.4227, 0.7824, -0.6227, 
1460433904.1030, 12.3818, 33.5058, 0.7977, -0.6030, 
1460433904.1270, 13.0731, 32.6273, 0.8120, -0.5837, 
1460433904.1530, 13.8292, 31.6793, 0.8269, -0.5624, 
1460433904.1770, 14.5312, 30.8091, 0.8401, -0.5424, 
1460433904.2030, 15.2930, 29.8733, 0.8540, -0.5203, 
1460433904.2280, 16.0239, 28.9815, 0.8667, -0.4988, 
1460433904.2540, 16.7793, 28.0637, 0.8794, -0.4761, 
1460433904.2800, 17.5267, 27.1570, 0.8915, -0.4531, 
1460433904.3060, 18.2635, 26.2625, 0.9029, -0.4298, 
1460433904.3300, 18.9316, 25.4484, 0.9130, -0.4080, 
1460433904.3560, 19.6401, 24.5797, 0.9233, -0.3841, 
1460433904.3820, 20.3304, 23.7255, 0.9330, -0.3600, 
1460433904.4060, 20.9496, 22.9504, 0.9413, -0.3375, 
1460433904.4310, 21.5747, 22.1569, 0.9495, -0.3139, 
1460433904.4570, 22.2015, 21.3471, 0.9573, -0.2891, 
1460433904.4820, 22.7808, 20.5834, 0.9642, -0.2650, 
1460433904.5070, 23.3362, 19.8346, 0.9706, -0.2409, 
1460433904.5310, 23.8463, 19.1298, 0.9761, -0.2175, 
1460433904.5560, 24.3534, 18.4101, 0.9812, -0.1930, 
1460433904.5810, 24.8359, 17.7052, 0.9857, -0.1684, 
1460433904.6060, 25.2940, 17.0150, 0.9896, -0.1437, 
1460433904.6310, 25.7288, 16.3391, 0.9929, -0.1190, 
1460433904.6570, 26.1573, 15.6512, 0.9957, -0.0931, 
1460433904.6820, 26.5485, 15.0041, 0.9977, -0.0682, 
1460433904.7060, 26.9067, 14.3956, 0.9990, -0.0442, 
1460433904.7300, 27.2502, 13.7994, 0.9998, -0.0202, 
1460433904.7550, 27.5956, 13.1911, 1.0000, 0.0048, 
1460433904.7820, 27.9582, 12.5484, 0.9995, 0.0317, 
1460433904.8100, 28.3285, 11.8971, 0.9982, 0.0597, 
1460433904.8340, 28.6459, 11.3508, 0.9965, 0.0837, 
1460433904.8590, 28.9820, 10.7931, 0.9941, 0.1085, 
1460433904.8830, 29.3148, 10.2683, 0.9912, 0.1324, 
1460433904.9070, 29.6631, 9.7537, 0.9877, 0.1561, 
1460433904.9310, 30.0322, 9.2489, 0.9837, 0.1798, 
1460433904.9560, 30.4452, 8.7334, 0.9789, 0.2043, 
1460433904.9800, 30.8750, 8.2479, 0.9737, 0.2277, 
1460433905.0050, 31.3637, 7.7520, 0.9677, 0.2520, 
1460433905.0290, 31.8780, 7.2850, 0.9614, 0.2752, 
1460433905.0530, 32.4419, 6.8267, 0.9545, 0.2981, 
1460433905.0770, 33.0601, 6.3770, 0.9471, 0.3210, 
1460433905.1020, 33.7664, 5.9174, 0.9388, 0.3445, 
1460433905.1270, 34.5399, 5.4669, 0.9299, 0.3679, 
1460433905.1530, 35.4182, 5.0076, 0.9200, 0.3920, 
1460433905.1780, 36.3349, 4.5749, 0.9099, 0.4148, 
1460433905.2030, 37.3216, 4.1509, 0.8992, 0.4374, 
1460433905.2270, 38.3325, 3.7519, 0.8885, 0.4589, 
1460433905.2510, 39.4020, 3.3608, 0.8772, 0.4801, 
1460433905.2750, 40.5243, 2.9775, 0.8654, 0.5010, 
1460433905.3000, 41.7417, 2.5866, 0.8527, 0.5225, 
1460433905.3240, 42.9473, 2.2194, 0.8399, 0.5428, 
1460433905.3480, 44.1780, 1.8601, 0.8266, 0.5628, 
1460433905.3720, 45.4214, 1.5087, 0.8129, 0.5825, 
1460433905.3960, 46.6637, 1.1653, 0.7986, 0.6018, 
1460433905.4200, 47.8898, 0.8299, 0.7840, 0.6208, 
1460433905.4440, 49.0838, 0.5027, 0.7689, 0.6394, 
1460433905.4690, 50.2759, 0.1707, 0.7526, 0.6584, 
1460433905.4930, 51.3533, -0.1396, 0.7366, 0.6763, 
1460433905.5180, 52.3881, -0.4538, 0.7195, 0.6945, 
1460433905.5420, 53.2811, -0.7467, 0.7026, 0.7116, 
1460433905.5670, 54.0908, -1.0426, 0.6846, 0.7289, 
1460433905.5910, 54.7387, -1.3176, 0.6669, 0.7451, 
1460433905.6160, 55.2665, -1.5946, 0.6481, 0.7616, 
1460433905.6400, 55.6223, -1.8512, 0.6296, 0.7769, 
1460433905.6640, 55.8236, -2.0986, 0.6108, 0.7918, 
1460433905.6880, 55.8662, -2.3366, 0.5916, 0.8062, 
1460433905.7120, 55.7487, -2.5651, 0.5721, 0.8202, 
1460433905.7360, 55.4722, -2.7840, 0.5522, 0.8337, 
1460433905.7600, 55.0407, -2.9931, 0.5321, 0.8467, 
1460433905.7860, 54.4059, -3.2084, 0.5099, 0.8602, 
1460433905.8110, 53.6419, -3.4043, 0.4882, 0.8727, 
1460433905.8360, 52.7398, -3.5892, 0.4662, 0.8847, 
1460433905.8600, 51.7577, -3.7561, 0.4449, 0.8956, 
1460433905.8840, 50.6763, -3.9126, 0.4233, 0.9060, 
